tokens	生活	心理学	电影	游戏	恋爱	音乐	大学	心理	情感	互联网	社会	人际交往	教育	汽车	医学	法律	爱情	文学	动漫	SNH48	人生	健身	学习	手机	健康	英雄联盟（LoL）	旅行	X 是种怎样的体验	美食	程序员	创业	高考	NBA	大学生	小说	物理学	金融	足球	婚姻	摄影	工作	编程	生活经历	恋爱心理	刀塔（DOTA 2）	男朋友	电视剧	留学	女生	篮球	明星	日本	阅读	女朋友	大学生活	中国	经济	女性	文化	职业规划	脑洞（网络用语）	投资	家庭	减肥	考研	哲学	计算机	设计	网络游戏	生活方式	数学	生物学	英语	知乎	高中	苹果公司 (Apple Inc.)	Android	科技	感情	股票	职场	体育	电子竞技	美容护肤	单机游戏	运动	父母	小米科技	军事	微信	影视评论	生活常识	同性恋	美国	iPhone	汽车选购	日本动漫	经济学	故事	心理咨询	分手	猫	ACG	科学	服饰搭配	小米手机	王者荣耀	电子商务	手机游戏	时尚	恋人相处	淘宝网	艺术	医生	流行音乐	男同性恋	个人情感咨询	产品经理	电影推荐	结婚	娱乐	宠物	职业发展	前端开发	冷知识	儿童教育	市场营销	保险	语言	腾讯	社会现象	化学	理财	中医	SNH Group	笔记本电脑	炉石传说（Hearthstone）	娱乐圈	朋友	书籍	演员	英语学习	哔哩哔哩	狗	美剧	书籍推荐	动画	建筑	社会心理学	成长	漫画	DotA	二次元	魔兽世界	烹饪	商业	社交网络	家庭教育	移动互联网	科幻	就业	人性	装修	公务员	人生规划	计算机科学	微软（Microsoft）	房地产	汽车行业	北京	Java	男生	宠物饲养	歌曲	城市	写作	暴雪娱乐 (Blizzard)	社会学	道德	研究生	性格	自然科学	男性	上海	韩国流行音乐（K-Pop）	人工智能	广告	学生	银行	股票市场	信息技术（IT）	留学美国	Android 手机	求职	微博	摇滚乐	化妆	搞笑	跑步	动物	异地恋	心理健康	百度	大学专业	软件	绘画	台湾	相亲	饮食	价值观	金庸	智能手机	医疗	罗永浩	单身	家庭关系	网络小说	相声	编程语言	影视	警察	建筑设计	睡眠	会计	学习方法	经历	青春	育儿	孤独	武侠	魅族科技	新闻	教师	Steam	房价	绝地求生：大逃杀（PUBG）	买房	诗词	化妆品	情商	生理学	IT 行业	钢琴	应用程序（软件）	华为	人力资源（HR）	耳机	大学生就业	计算机网络	Python	清华大学	iOS	武术	C++	Microsoft Windows	游戏开发	职业	衣服	谷歌 (Google)	翻译	阿里巴巴集团	女性心理	JavaScript	飞机	科研	游戏设计	日常心理分析	周杰伦（人物）	吉他	恋爱技巧	锤子科技	美女	女性主义	中国历史	单反相机	Android 开发	情绪	天文学	汉语	养生	高中学习	日本动画	海贼王（ONE PIECE）	高中生	食物	医院	NBA 球员	律师	诗歌	购物	互联网产品	中国经济	爱	土木工程	演技	基础护肤	新浪微博	学校	招聘	辩论	面试	女同性恋	网络安全	歌手	媒体	一个人的生活	Linux	犯罪	出国	社会心理	古典音乐	C（编程语言）	美术	日本文化	礼物	Adobe Photoshop	摄影技巧	赚钱	生物	追求女孩	表白	机器学习	偶像	支付宝	三国	考试	微信公众帐号	法律咨询	韩国	用户体验	失恋	颜值	日语	华语流行音乐	人文abc	模拟联合国	摄影器材	期货	用户界面设计	军事装备	PlayStation 4	歌词	知乎用户	销售	留学日本	iOS 应用	留学英国	锤子手机	吃货	创业公司	人生意义	室内设计	知乎社区	逻辑	漫威（Marvel）	城市生活	日剧	博士	爱情困惑	音乐人	日本漫画	互联网创业	英格兰足球超级联赛（Premier League）	腾讯 QQ	音乐推荐	地理	食品安全	小说创作	Mac	北京大学	韩国流行音乐团体（GROUP）	医学生	金庸小说	电脑硬件	心理调节	高考志愿	Windows 10	游戏策划	外貌	唱歌	英雄联盟职业联赛（LPL）	购机咨询	算法	用户体验设计	索尼 (Sony)	权力的游戏（美剧）	航空	品牌	风险投资（VC）	产品	网易云音乐	操作系统	家居	驾驶	高三	孩子	行为心理学	财务	985 工程大学	应届毕业生
导体 内 电子 的 移动 速度 那么 慢 ， 怎么 实现 电流 每秒 30 万公里 的 传递 速度 ？ ， 高中物理 和 大学物理 都 没能 解答 这个 问题 ， 我 很 好奇 ！ 请原谅 我 没读 研究生 ！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
欧洲 旅游 选 哪个 旅行社 好 ？ ， 想 十月份 去 欧洲 旅游 。 在 网上 搜 搜 ， 关于 路线 的 发布 比较 多 ， 关于 旅行社 的 比较 少 。 选个 旅行社 难道 不比 选条 线路 更 靠 谱 吗 ？ 有没有 相关 经历 的 朋友 介绍 一下 ？ 比如说 凯撒 比较 贵 ， 贵在 哪 了 ， 贵 的 值不值 ？ 或者 强列 不 考虑 哪家 ， 差 在 哪 了 ？ 谢谢	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Springmvc 和 SSH 如何 取舍 ？ ， 最近 好多 项目 都 在 用 SpringMVC ， 而 SSH 大多 是 几个 老 项目 在 用 ， SpringMVC 要 比 SSH 优秀 在 什么 地方 ， 是否 要 远离 SSH ， 想 在 此 听听 各位 前辈 的 见解 ， 谢谢	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
和 女友 异地 ， 她 天天 和 她 男 闺蜜 在 一块 ， 我 心里 很 别扭 不 知道 怎么办 。 ？ ， 现在 2.26 ， 三点 了 ， 非常感谢 各位 前辈 和 好多 同龄 朋友 （ 你们 就别 再 问 我 为什么 98 年 还是 高三 ， 我 初中 留 了 一级 ） 的 建议 。 大家 的 建议 我 一个 一个 都 看 了 ， 还有 那些 因为 题主 受到 嘲讽 而 鸣不平 的 ， 真的 非常 感动 和 感谢 。 她 寄宿 ， 学校 没有 手机 ， 她 会 借 手机 和 我 说 上 一两句话 ， 所以 暂时 没有 分手 什么 的 。 目前 全力 应战 高考 ， 下周 百日 誓师大会 ， 很多 前辈 都 强调 目前 高考 是 最 重要 的 ， 所以 我 不 打算 现在 和 她 挑明 。 如果 ， 我 是 说 如果 ， 她 是 那种 像 另 一些 前辈 口中 的 单纯 妹子 ， 我 匆匆 表明态度 也 会 让 她 分心 吧 ， 我 觉得 我 直接 提男 闺蜜 这个 话题 会 让 她 产生 很大 心里 波动 ， 进而 影响 到 她 的 学习 状态 甚至 高考 成绩 。 你们 说 我 傻 逼 智障 也好 ， 说 我 活该 被 绿 也好 。 我 觉得 既然 我 的 未来 很 重要 ， 那 别人 的 也 一样 重要 。 所以 听 了 大家 建议 后 ， 我 现在 已经 能够 放下 她 ， 进而 全 心 学习 ， 真的 太 感谢 了 。 原题 如下 如 题 ， 我们 只是 一个 高三 的 学生 ， 我们 相距 很 远 。 不是 网恋 。 可能 也 很 幼稚 可能 在 各位 前辈 眼里 很 幼稚 ， 但是 希望 前辈 们 可以 给 一点点 宝贵 的 意见 ， 很 迷茫 ， 万分 感谢 。 最近 在 艺考 ， 她 去 另 一个 城市 ， 她 说 她 男 闺蜜家 在 那里 ， 并且 家里 没 人 （ 都 是 高三 学生 的 年纪 ， 她 男 闺蜜 暂时 没有 上学 ） ， 于是 在 他 男 闺蜜 家里 住 ， 她 说 两人住 不同 屋子 。 我 没有 和 她 生气 。 最近 谈论 到 暑假 旅游 的 事情 ， 她 说 她 男 闺蜜 要 她 一起 去 马来西亚 ， 问 我 要 不要 去 ， 当 （ c ） 然 （ n ） 不 （ m ） 去 （ b ） 。 她 就 说好 吧 。 她 先 去 探 探路 。 平时 她 会 甜言蜜语 ， 我 自己 感觉 她 非常 喜欢 我 ， 我 也 非常 喜欢 她 。 我 是 98 年 的 ， 可能 想法 什么 的 很 不 成熟 ， 我 也 知道 什么 学生 时代 的 恋爱 不靠 谱 什么 的 。 已经 忍受 了 好久 ， 因为 平时 不 在 一块 ， 我 也 不 知道 她 男 闺蜜 怎么样 只见 过 照片 ， 她 说 旅游 这事 我 真的 很 蒙蔽 很 难受 ， 但是 也 没 和 她 说 什么 。 高三 学生 一只 ， 高考 临近 ， 本来 想要 和 喜欢 的 人 去 到处 逛逛 ， 但是 这个 男闺蜜 。 男闺蜜 这点 东西 。 我 一直 都 是 鄙视 的 。 不想 说 更 难听 的话 了 。 可能 我 只是 个 学生 在 各位 前辈 眼里 很 幼稚 ， 但是 希望 前辈 们 给 一点 宝贵 的 意见 ， 我 很 迷茫 。	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
如何 评价 那些 “ 我 这人 说话 就是 直 你 别 嫌 难听 ” 的 人 ？ ， 如 题	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
osi 七层 模型 有 哪些 是 在 我 的 笔记本电脑 内部 就 工作 完成 的 ？ ， 其实 我 觉得 我 问 这个 问题 本来 就是 错误 的 ， 不过 我 确实 已经 晕头转向 了 。 OSI 七层 模型 的 在 实际 生活 中 的 工作 顺序 是 固定 的 么 ， 按照 我 的 理解 我 笔记本 的 插入 网线 的 接口 就是 网卡 的 接口 ， 那么 网卡 工作 在 物理层 和 数据 链路层 。 如果 我 网线 的 另一端 链接 的 是 路由器 ， 而 路由器 工作 在 网络层 ， 我 怎么 觉得 这 已经 违背 了 OSI 的 七层 模型 了 ？ 我用 QQ 发送 消息 ， 那么 一层层 向下 传递 ， 传输层 ， 网络层 ， 数据 链路层 再 到 到 物理层 就是 网卡 ， 然后 通过 网线 连接 路由器 ， 也 就 是从 物理层 又 到 了 网络层 ？ 我 的 理解 肯定 是 错误 的 ， 但 我 实在 是 理不清 了 ， 完全 搞混 了 ！ 希望 大神 能 指出 我 的 错误 点 ， 这个 问题 可能 有些 愚蠢 接受 任何 批评 ， 希望 能 解决 我 的 疑问 。	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
肌肉 生长 速度 是 多少 ？ 一个月 可以 长 多少 ？ ， 健身 肌肉 运动	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
如何 评价 空客 ( Airbus ) 新型 客机 A350 ？ ， 乘坐 体验 如何 ？ 相较 于 波音 ( Boeing ) 的 B777 的 新 亚型 有 什么 感受 ？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
哈哈大笑 三 ？ ， 前天 晚上 ，	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
去 哪网 的 一些 特价机票 出票 特别 慢 （ 最 晚 乘机 前 2.5 小时 ） 是 为什么 ？ ， 个人 买 了 一张 ， 支付 了 2 天 了 还 没 出票 ， 我 记得 支付 的 时候 显示 “ 票面价格 会 比 支付 价格低 ” “ 差价 不补 ” ， 为什么 会 这么 慢 ？ 是不是 去 哪 网先 在 系统 里 预估 一个 可能 出现 的 最低 价格 ， 然后 加上 一些 利润 ， 得出 的 价格 作为 “ 折扣价 ” 预先 出 给 消费者 ， 消费者 购买 后 ， 只有 等 系统 检测 到 低于 “ 预估 票价 ” 时 再 出票 ？ 原理 是 什么 ？ 不然 为什么 出票 这么 慢 ？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
